resnet18,resnet34,resnet50,resnet101,resnet152,densenet121,densenet169,densenet201,densenet161,squeezenet1_0,squeezenet1_1,vgg16,vgg16_bn,vgg19_bn,vgg19
367.9821491241455,751.7063617706299,938.0371570587158,1838.578701019287,2701.493501663208,591.8374061584473,721.9498157501221,921.0813045501709,1916.2919521331787,187.2081756591797,94.77782249450684,3251.6379356384277,3278.538703918457,4263.6237144470215,4237.488746643066
367.9084777832031,751.7604827880859,940.0780200958252,1838.1881713867188,2702.601909637451,593.6412811279297,726.5732288360596,924.0012168884277,1916.4116382598877,187.7424716949463,95.45040130615234,3252.4092197418213,3278.5744667053223,4263.665676116943,4237.081289291382
368.20173263549805,751.8517971038818,938.5514259338379,1841.0675525665283,2703.641653060913,591.8679237365723,721.2808132171631,919.9273586273193,1915.5125617980957,187.82901763916016,95.40748596191406,3250.737190246582,3276.778221130371,4264.187812805176,4237.833023071289
368.1340217590332,752.3808479309082,939.3575191497803,1839.0936851501465,2703.1946182250977,593.8968658447266,724.2467403411865,922.7373600006104,1916.2766933441162,188.07339668273926,95.0784683227539,3252.499580383301,3277.958631515503,4265.446186065674,4236.698150634766
367.5496578216553,751.4035701751709,941.399335861206,1838.6743068695068,2701.832056045532,593.909502029419,726.6206741333008,921.7448234558105,1915.6126976013184,188.07101249694824,94.58160400390625,3251.246690750122,3276.874542236328,4264.362812042236,4236.309766769409
367.3233985900879,751.2786388397217,940.5019283294678,1838.3848667144775,2702.9755115509033,594.5379734039307,727.3228168487549,921.424150466919,1915.6241416931152,187.48164176940918,94.8476791381836,3251.377820968628,3278.2411575317383,4264.621019363403,4236.532926559448
368.06797981262207,756.056547164917,939.9764537811279,1837.7745151519775,2702.6922702789307,593.6722755432129,724.8528003692627,923.9614009857178,1916.346788406372,187.8683567047119,95.17073631286621,3252.041816711426,3277.369260787964,4265.653133392334,4237.2424602508545
368.0300712585449,756.3354969024658,937.6266002655029,1838.7501239776611,2705.897331237793,592.7019119262695,723.6940860748291,921.3464260101318,1915.637493133545,188.02523612976074,94.95139122009277,3251.8310546875,3278.115749359131,4262.996673583984,4236.923933029175
368.23201179504395,757.4212551116943,939.8808479309082,1841.017723083496,2700.7875442504883,594.2928791046143,724.6198654174805,921.4916229248047,1915.656566619873,188.03048133850098,94.7263240814209,3251.2526512145996,3277.369737625122,4264.461278915405,4244.415760040283
368.23105812072754,757.6007843017578,939.3527507781982,1838.226079940796,2701.545238494873,594.6300029754639,725.0523567199707,921.5548038482666,1915.9417152404785,187.94870376586914,95.51763534545898,3252.3093223571777,3277.634382247925,4265.233755111694,4243.19052696228
368.1070804595947,757.5299739837646,940.5832290649414,1839.311122894287,2703.618288040161,594.2397117614746,722.0370769500732,923.0859279632568,1916.069507598877,187.82353401184082,94.56515312194824,3251.3372898101807,3277.956962585449,4264.95885848999,4241.460084915161
368.2122230529785,757.0815086364746,939.8782253265381,1847.8047847747803,2704.9810886383057,594.4452285766602,723.7181663513184,924.0264892578125,1916.5923595428467,188.14611434936523,95.20673751831055,3251.6140937805176,3277.4269580841064,4264.425992965698,4236.835479736328
367.68054962158203,757.3363780975342,940.5262470245361,1852.6437282562256,2701.6496658325195,592.9398536682129,724.5988845825195,920.8474159240723,1915.8570766448975,187.73746490478516,95.24059295654297,3251.4333724975586,3277.9881954193115,4265.234708786011,4237.066030502319
367.92731285095215,757.2968006134033,940.0506019592285,1850.477933883667,2704.0109634399414,592.1769142150879,724.8940467834473,920.9702014923096,1915.799856185913,187.32738494873047,94.54536437988281,3251.0058879852295,3278.442621231079,4266.851425170898,4237.581253051758
367.5665855407715,757.3871612548828,942.6417350769043,1852.5190353393555,2700.972080230713,593.3132171630859,723.6196994781494,917.931318283081,1915.846347808838,187.57200241088867,94.72465515136719,3251.9922256469727,3277.4667739868164,4273.220777511597,4237.539291381836
367.4945831298828,757.6327323913574,940.0131702423096,1850.7626056671143,2699.4330883026123,593.9993858337402,725.1846790313721,922.3852157592773,1916.6114330291748,187.98255920410156,95.00908851623535,3250.9100437164307,3276.636838912964,4270.58482170105,4237.640380859375
367.90990829467773,755.5742263793945,941.3983821868896,1851.48024559021,2703.190565109253,592.1580791473389,726.2334823608398,917.7062511444092,1916.0761833190918,187.93106079101562,94.82192993164062,3250.976800918579,3276.684284210205,4264.904737472534,4236.967086791992
368.27874183654785,756.542444229126,939.3351078033447,1850.6038188934326,2704.4589519500732,593.9209461212158,725.7039546966553,922.5428104400635,1916.574478149414,187.6814365386963,95.18909454345703,3251.162052154541,3278.388261795044,4262.821197509766,4236.782789230347
368.3276176452637,757.3983669281006,940.1729106903076,1851.8316745758057,2703.0770778656006,595.4861640930176,723.5982418060303,918.4722900390625,1915.8947467803955,187.9734992980957,95.36433219909668,3252.2244453430176,3276.8561840057373,4263.278007507324,4236.413955688477
367.82360076904297,757.6775550842285,939.0168190002441,1851.473331451416,2702.3086547851562,592.571496963501,721.3163375854492,920.1834201812744,1915.9011840820312,187.79730796813965,94.80643272399902,3251.659870147705,3277.6753902435303,4264.101266860962,4238.24405670166
