resnet18,resnet34,resnet50,resnet101,resnet152,densenet121,densenet169,densenet201,densenet161,squeezenet1_0,squeezenet1_1,vgg16,vgg16_bn,vgg19_bn,vgg19
16.498088836669922,28.361082077026367,49.607276916503906,81.53009414672852,115.65899848937988,57.591915130615234,74.87988471984863,91.68839454650879,112.67447471618652,14.492988586425781,9.132623672485352,75.72054862976074,85.11829376220703,98.47688674926758,87.97574043273926
16.353368759155273,28.339862823486328,49.65519905090332,81.56013488769531,114.93325233459473,57.6167106628418,74.88369941711426,91.6290283203125,112.4415397644043,14.484167098999023,9.09280776977539,75.84667205810547,85.25824546813965,98.57869148254395,87.91470527648926
16.304731369018555,28.2900333404541,49.5147705078125,81.27069473266602,115.31901359558105,57.575225830078125,75.11353492736816,91.7978286743164,112.47968673706055,14.506101608276367,9.093284606933594,75.90770721435547,85.55102348327637,98.52409362792969,88.09971809387207
16.307353973388672,28.419971466064453,49.57747459411621,81.30073547363281,115.0200366973877,57.48701095581055,75.41775703430176,91.93134307861328,112.43462562561035,14.509439468383789,9.119510650634766,75.77204704284668,85.44206619262695,98.52457046508789,87.96906471252441
16.33763313293457,28.333187103271484,49.605369567871094,81.2530517578125,115.32044410705566,57.770490646362305,75.28853416442871,91.55917167663574,112.41602897644043,14.510393142700195,9.105205535888672,75.74319839477539,85.70289611816406,98.39081764221191,88.00601959228516
16.334056854248047,28.358936309814453,49.67856407165527,81.30455017089844,115.3268814086914,57.64913558959961,75.05035400390625,91.72821044921875,113.0208969116211,14.486074447631836,9.110450744628906,75.84428787231445,85.35528182983398,98.36411476135254,88.15479278564453
16.3419246673584,28.458356857299805,49.744606018066406,81.20131492614746,115.2045726776123,57.73448944091797,75.19793510437012,91.85791015625,112.55502700805664,14.475345611572266,9.103775024414062,75.9434700012207,85.47115325927734,98.29187393188477,88.01674842834473
16.356706619262695,28.380870819091797,49.608707427978516,81.29072189331055,115.3109073638916,57.539939880371094,75.24657249450684,91.60089492797852,112.52355575561523,14.507770538330078,9.122133255004883,75.72722434997559,85.40582656860352,98.57916831970215,88.11235427856445
16.347646713256836,28.505802154541016,49.443721771240234,81.25090599060059,114.93563652038574,57.61241912841797,75.37603378295898,91.60137176513672,112.53786087036133,14.490365982055664,9.096384048461914,75.92058181762695,85.34407615661621,98.38247299194336,88.03462982177734
16.396045684814453,28.49268913269043,49.764156341552734,81.3136100769043,114.97998237609863,57.77549743652344,74.92971420288086,91.85338020324707,112.64181137084961,14.47296142578125,9.119033813476562,76.19166374206543,85.35146713256836,98.64258766174316,88.0129337310791
16.3729190826416,28.486251831054688,49.62944984436035,81.3133716583252,114.83240127563477,57.54375457763672,74.99980926513672,91.7353630065918,112.81156539916992,14.481782913208008,9.085416793823242,76.0498046875,85.38174629211426,97.57184982299805,87.86940574645996
16.37411117553711,28.41043472290039,49.596309661865234,81.58993721008301,115.20242691040039,57.767391204833984,75.09827613830566,91.78543090820312,112.52164840698242,14.478445053100586,9.114980697631836,75.88672637939453,85.60800552368164,98.61302375793457,88.09185028076172
16.36338233947754,28.409481048583984,49.567222595214844,81.3286304473877,114.98618125915527,57.657480239868164,75.36172866821289,91.57562255859375,112.93363571166992,14.47153091430664,9.082317352294922,75.94919204711914,85.51621437072754,98.82187843322754,88.1035327911377
16.3724422454834,28.4273624420166,49.77846145629883,81.62283897399902,115.07344245910645,57.63983726501465,75.29616355895996,91.62688255310059,113.21592330932617,14.533281326293945,9.114980697631836,76.09891891479492,85.4032039642334,98.50955009460449,87.79597282409668
16.36195182800293,28.5036563873291,49.7128963470459,81.42852783203125,115.30637741088867,57.71064758300781,75.16813278198242,91.51124954223633,112.81919479370117,14.465093612670898,9.09566879272461,75.75273513793945,85.14833450317383,98.64187240600586,88.00911903381348
16.345977783203125,28.596878051757812,49.63493347167969,81.56847953796387,115.03028869628906,57.83843994140625,75.2115249633789,91.62235260009766,113.20042610168457,14.542818069458008,9.105443954467773,75.70910453796387,85.56365966796875,98.14047813415527,88.2573127746582
16.35146141052246,28.547286987304688,49.73411560058594,81.43043518066406,115.02885818481445,58.099985122680664,75.2561092376709,91.82333946228027,112.62822151184082,14.469146728515625,9.099960327148438,75.83022117614746,85.55412292480469,98.39057922363281,88.25492858886719
16.358375549316406,28.59210968017578,49.70049858093262,81.64620399475098,115.33427238464355,57.86466598510742,75.21820068359375,91.75896644592285,112.74409294128418,14.472007751464844,9.118318557739258,75.9880542755127,85.67285537719727,98.34909439086914,87.9201889038086
16.40939712524414,28.509140014648438,49.58963394165039,81.36963844299316,115.0062084197998,57.723283767700195,75.31452178955078,91.78996086120605,112.7920150756836,14.497756958007812,9.140729904174805,75.7455825805664,85.44373512268066,98.5720157623291,88.15908432006836
16.3726806640625,28.449296951293945,49.58653450012207,81.51865005493164,115.12470245361328,57.77096748352051,75.35195350646973,91.5062427520752,112.77914047241211,14.514923095703125,9.109020233154297,75.7298469543457,85.30712127685547,98.39010238647461,88.30595016479492
